,종목코드,현재가,지배자본,BPS,ROE15,ROE16,ROE17,ROE18,ROE19,EPS15,EPS16,EPS17,EPS18,EPS19,발행주식수,영익18-1,영익18-2,영익18-3,영익18-4,영익19-1,순익18-1,순익18-2,순익18-3,순익18-4,순익19-1
126,A024110,13950,209829.0,31891.0,6.98,6.59,7.98,8.62,8.2,1747.0,1762.0,2282.0,2666.0,2662.0,559979.0,6977.0,5902.0,7019.0,4066.0,7444.0,5129.0,4243.0,5230.0,3040.0,5570.0
127,A086790,37050,264292.0,88026.0,4.2,5.96,8.79,8.88,8.29,3093.0,4495.0,6881.0,7458.0,7535.0,300242.0,8895.0,9154.0,8335.0,5139.0,7492.0,6829.0,6437.0,5988.0,3497.0,5638.0
128,A138930,7080,76270.0,23401.0,9.12,7.92,5.83,6.84,6.75,1898.0,1556.0,1237.0,1540.0,1631.0,325935.0,2840.0,2215.0,2686.0,-243.0,2478.0,2148.0,1587.0,1917.0,-271.0,1870.0
129,A139130,8250,43444.0,25684.0,9.18,8.03,7.97,9.3,7.47,1757.0,1702.0,1787.0,2267.0,1984.0,169146.0,1294.0,1456.0,1094.0,-477.0,1330.0,960.0,1111.0,861.0,1128.0,1129.0
130,A175330,5520,31317.0,15976.0,5.72,6.46,7.86,8.69,9.53,882.0,918.0,1191.0,1464.0,1588.0,196983.0,1153.0,1296.0,1266.0,453.0,1228.0,881.0,983.0,991.0,355.0,975.0
131,A047810,31650,10094.0,10356.0,23.4,19.91,-18.19,5.32,14.81,2659.0,2717.0,-2413.0,587.0,1655.0,97475.0,410.0,333.0,-4.0,725.0,323.0,317.0,273.0,-515.0,480.0,419.0
132,A214430,20950,708.0,10382.0,17.86,13.82,15.71,14.55,0.0,1096.0,1106.0,1381.0,1395.0,0.0,7107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,A005870,8590,1088.0,8173.0,1.63,20.21,15.17,19.38,0.0,101.0,1319.0,1149.0,1534.0,0.0,14116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,A012200,3700,1874.0,5512.0,6.11,10.09,4.84,5.16,0.0,282.0,499.0,255.0,281.0,0.0,32600.0,44.0,25.0,25.0,-7.0,15.0,40.0,28.0,20.0,7.0,15.0
135,A120110,44750,20965.0,70480.0,-7.77,8.93,6.49,3.04,4.53,-5177.0,6102.0,4830.0,2250.0,3190.0,26979.0,538.0,220.0,257.0,485.0,572.0,290.0,-39.0,-191.0,201.0,380.0
136,A123890,3930,5931.0,5367.0,20.57,22.59,27.12,18.52,0.0,446.0,693.0,1112.0,907.0,0.0,112853.0,324.0,389.0,286.0,380.0,309.0,251.0,296.0,220.0,266.0,244.0
137,A293580,4910,686.0,7254.0,6.62,4.53,11.46,3.77,0.0,408.0,284.0,734.0,278.0,0.0,9480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,A039420,2820,353.0,1579.0,8.39,5.19,8.54,5.55,0.0,102.0,67.0,116.0,79.0,0.0,24155.0,-1.0,11.0,13.0,18.0,10.0,-2.0,8.0,11.0,-1.0,9.0
139,A026890,5770,1455.0,3734.0,11.5,9.16,5.16,7.99,0.0,332.0,287.0,168.0,271.0,0.0,41678.0,22.0,41.0,12.0,20.0,0.0,37.0,30.0,3.0,16.0,0.0
140,A036190,32350,2204.0,36741.0,16.07,15.09,11.76,19.69,14.61,3773.0,3986.0,3441.0,6615.0,5642.0,6000.0,161.0,81.0,90.0,69.0,0.0,189.0,66.0,76.0,63.0,0.0
141,A006890,5660,1080.0,9344.0,5.58,3.95,1.7,2.83,0.0,463.0,329.0,141.0,251.0,0.0,11600.0,10.0,8.0,7.0,5.0,0.0,5.0,6.0,2.0,23.0,0.0
142,A224110,9420,471.0,8905.0,0.0,2.52,26.08,7.21,0.0,167.0,138.0,1647.0,575.0,0.0,5340.0,38.0,34.0,20.0,-13.0,0.0,28.0,30.0,16.0,-15.0,0.0
143,A010120,45100,12945.0,44002.0,7.01,7.77,9.51,10.78,9.69,2343.0,2690.0,3503.0,4385.0,4327.0,30000.0,554.0,653.0,526.0,317.0,287.0,428.0,401.0,349.0,144.0,274.0
144,A255440,17850,1403.0,10907.0,3.05,31.11,20.84,29.17,26.84,98.0,1198.0,1390.0,2775.0,3239.0,13058.0,12.0,182.0,81.0,168.0,52.0,10.0,153.0,61.0,136.0,66.0
145,A141000,10350,1293.0,10669.0,10.9,15.6,11.73,20.6,9.51,643.0,1114.0,1005.0,2021.0,1073.0,12115.0,57.0,37.0,157.0,41.0,23.0,48.0,39.0,121.0,37.0,30.0
146,A056190,38750,7849.0,24280.0,6.33,14.69,29.26,20.22,19.27,859.0,2179.0,5484.0,4399.0,4657.0,35909.0,606.0,569.0,654.0,406.0,491.0,505.0,409.0,374.0,325.0,359.0
147,A171090,7280,839.0,9589.0,-20.45,72.47,14.45,5.9,0.0,-629.0,3149.0,1229.0,573.0,0.0,8999.0,10.0,52.0,18.0,20.0,0.0,20.0,41.0,-13.0,19.0,0.0
148,A272290,45750,1467.0,16964.0,0.0,0.0,0.0,22.4,23.83,0.0,0.0,1892.0,3302.0,4312.0,9232.0,113.0,55.0,100.0,115.0,120.0,85.0,55.0,87.0,77.0,101.0
149,A090460,18600,1879.0,7579.0,8.31,-22.94,35.84,47.93,32.62,278.0,-783.0,1483.0,2604.0,2476.0,31380.0,93.0,95.0,405.0,317.0,40.0,85.0,159.0,218.0,354.0,0.0
150,A178920,26600,2587.0,8810.0,8.4,9.55,13.75,13.8,0.0,578.0,714.0,1116.0,1191.0,0.0,29366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,A092730,48400,593.0,8305.0,10.69,21.75,26.83,28.76,27.77,457.0,1038.0,1549.0,2060.0,2458.0,7461.0,43.0,34.0,57.0,63.0,51.0,36.0,28.0,46.0,47.0,42.0
152,A058730,6760,1267.0,8286.0,10.46,13.08,16.59,14.67,0.0,636.0,840.0,1211.0,1179.0,0.0,15400.0,78.0,29.0,40.0,48.0,26.0,55.0,53.0,31.0,43.0,18.0
153,A023410,5740,7566.0,10154.0,2.14,9.95,12.44,3.15,0.0,166.0,815.0,1122.0,303.0,0.0,77122.0,167.0,460.0,400.0,282.0,195.0,34.0,289.0,253.0,-310.0,76.0
154,A249420,20350,2768.0,12222.0,0.0,0.0,7.18,4.53,7.52,0.0,555.0,875.0,561.0,940.0,22670.0,67.0,77.0,40.0,99.0,81.0,62.0,62.0,31.0,-28.0,58.0
155,A185750,93100,4287.0,42049.0,-2.1,12.24,14.24,10.21,8.83,-653.0,3948.0,5189.0,4088.0,3780.0,10370.0,188.0,181.0,204.0,184.0,159.0,27.0,125.0,134.0,131.0,106.0
156,A136490,12050,3165.0,13312.0,10.78,16.79,20.98,5.61,10.24,1119.0,1836.0,2966.0,754.0,1379.0,23780.0,123.0,123.0,101.0,1.0,67.0,102.0,38.0,57.0,-12.0,32.0
157,A027710,1305,1487.0,1694.0,2.81,12.82,9.46,-3.93,0.0,36.0,177.0,156.0,-67.0,0.0,88347.0,128.0,67.0,40.0,-43.0,85.0,90.0,2.0,22.0,-204.0,35.0
158,A003220,16800,1835.0,9522.0,12.55,13.08,6.52,13.51,14.1,900.0,1029.0,546.0,1208.0,1396.0,19663.0,88.0,76.0,71.0,72.0,79.0,67.0,53.0,50.0,63.0,57.0
159,A005500,33200,2053.0,16682.0,19.73,18.99,19.71,12.8,0.0,1946.0,2171.0,2575.0,1836.0,0.0,13900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,A263750,195400,4080.0,33371.0,278.97,101.54,8.33,42.87,34.46,2379.0,4954.0,1294.0,11596.0,13095.0,12943.0,335.0,548.0,603.0,195.0,150.0,278.0,522.0,517.0,147.0,125.0
161,A078340,98300,8440.0,69181.0,34.97,26.53,20.4,16.15,14.69,10599.0,11796.0,11066.0,10075.0,10312.0,12866.0,394.0,364.0,380.0,328.0,302.0,365.0,352.0,298.0,282.0,305.0
162,A010950,83100,64692.0,55496.0,12.26,20.46,18.84,3.88,12.4,5414.0,10337.0,10690.0,2213.0,7179.0,112583.0,2545.0,4026.0,3157.0,-3335.0,2704.0,1887.0,1632.0,2299.0,-3238.0,1136.0
163,A005490,233500,433713.0,515032.0,0.44,3.26,6.48,3.88,6.51,2072.0,15637.0,32001.0,19391.0,33095.0,87187.0,14877.0,12523.0,15311.0,12715.0,12029.0,10835.0,5803.0,10577.0,-8295.0,7784.0
164,A053050,1570,664.0,2750.0,10.5,10.69,8.4,8.99,0.0,189.0,204.0,168.0,194.0,0.0,29988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,A033780,101000,80793.0,61237.0,17.5,18.57,15.71,11.38,12.91,7544.0,8965.0,8476.0,6567.0,7853.0,137292.0,3114.0,3230.0,3569.0,2639.0,3511.0,2494.0,2651.0,2575.0,1267.0,2760.0
166,A093050,22750,11733.0,40126.0,5.09,4.99,6.87,7.35,7.79,1742.0,1767.0,2519.0,2846.0,3226.0,29240.0,293.0,347.0,120.0,436.0,260.0,226.0,199.0,113.0,275.0,195.0
167,A139480,146000,81723.0,293262.0,6.55,5.12,7.73,5.49,4.42,16312.0,13497.0,22101.0,16150.0,13238.0,27876.0,1535.0,533.0,1946.0,614.0,743.0,1246.0,948.0,1944.0,624.0,697.0
168,A044340,22200,1187.0,7905.0,-14.82,-14.1,11.97,17.46,21.28,-1046.0,-849.0,692.0,1056.0,1533.0,17873.0,137.0,29.0,-51.0,331.0,137.0,109.0,19.0,-10.0,264.0,0.0
